date_time,record_id,act_on_bike,act_in_vehicle,act_still,loc_home_duration,loc_study_duration,loc_workout_duration,sleep_duration,unlock_num_ep_0,act_walking
2018-06-15,87d88cba80cd67d705f61405fbe40da9,,74.0,1320.0,1189.0,,,570.0,31,47.0
2018-06-16,87d88cba80cd67d705f61405fbe40da9,,145.0,1188.0,1238.0,,,255.0,32,100.0
2018-06-17,87d88cba80cd67d705f61405fbe40da9,,41.0,1339.0,233.0,,,450.0,20,60.0
2018-06-18,87d88cba80cd67d705f61405fbe40da9,,206.0,1138.0,502.0,,,510.0,29,96.0
2018-06-19,87d88cba80cd67d705f61405fbe40da9,,157.0,1088.0,177.0,,,540.0,35,195.0
2018-06-20,87d88cba80cd67d705f61405fbe40da9,,103.0,1235.0,959.0,,,495.0,18,101.0
2018-06-21,87d88cba80cd67d705f61405fbe40da9,,39.0,1330.0,1200.0,,,555.0,25,70.0
2018-06-22,87d88cba80cd67d705f61405fbe40da9,,69.0,1264.0,960.0,,,405.0,29,106.0
2018-06-23,87d88cba80cd67d705f61405fbe40da9,,59.0,1022.0,820.0,,,645.0,18,357.0
2018-06-24,87d88cba80cd67d705f61405fbe40da9,,48.0,1310.0,589.0,,,540.0,20,82.0
2018-06-25,87d88cba80cd67d705f61405fbe40da9,,72.0,1325.0,1055.0,,,555.0,23,42.0
2018-06-26,87d88cba80cd67d705f61405fbe40da9,,82.0,1268.0,1150.0,,,405.0,18,89.0
2018-06-27,87d88cba80cd67d705f61405fbe40da9,,64.0,1043.0,700.0,,,555.0,21,330.0
2018-06-28,87d88cba80cd67d705f61405fbe40da9,,66.0,1314.0,1265.0,,,315.0,15,60.0
2018-06-29,87d88cba80cd67d705f61405fbe40da9,36.0,88.0,1262.0,1176.0,,,495.0,23,54.0
2018-06-30,87d88cba80cd67d705f61405fbe40da9,,165.0,1208.0,959.0,,,690.0,12,66.0
2018-07-01,87d88cba80cd67d705f61405fbe40da9,,41.0,1361.0,1120.0,,,600.0,13,38.0
2018-07-02,87d88cba80cd67d705f61405fbe40da9,,138.0,1104.0,959.0,,,390.0,36,198.0
2018-07-03,87d88cba80cd67d705f61405fbe40da9,,166.0,1035.0,690.0,,,495.0,37,239.0
2018-07-04,87d88cba80cd67d705f61405fbe40da9,,16.0,1082.0,,,,600.0,25,341.0
2018-07-05,87d88cba80cd67d705f61405fbe40da9,,118.0,1115.0,386.0,,,435.0,37,206.0
2018-07-06,87d88cba80cd67d705f61405fbe40da9,,181.0,1095.0,550.0,,,345.0,17,163.0
2018-07-07,87d88cba80cd67d705f61405fbe40da9,,15.0,1265.0,,,,615.0,18,160.0
2018-07-08,87d88cba80cd67d705f61405fbe40da9,,237.0,1116.0,394.0,,,600.0,16,87.0
2018-07-09,87d88cba80cd67d705f61405fbe40da9,,146.0,1195.0,1130.0,,,615.0,23,99.0
2018-07-10,87d88cba80cd67d705f61405fbe40da9,,224.0,1000.0,813.0,,,510.0,16,190.0
2018-07-11,87d88cba80cd67d705f61405fbe40da9,,139.0,1161.0,1050.0,,,405.0,22,140.0
2018-07-12,87d88cba80cd67d705f61405fbe40da9,,316.0,941.0,620.0,,,795.0,18,182.0
2018-07-13,87d88cba80cd67d705f61405fbe40da9,,141.0,979.0,,,,630.0,8,320.0
2018-07-14,87d88cba80cd67d705f61405fbe40da9,,158.0,1080.0,,,,465.0,18,201.0
2018-07-15,87d88cba80cd67d705f61405fbe40da9,,45.0,1317.0,,,,540.0,10,78.0
2018-07-16,87d88cba80cd67d705f61405fbe40da9,,21.0,1359.0,,,,975.0,8,60.0
2018-07-17,87d88cba80cd67d705f61405fbe40da9,,8.0,1325.0,,,,720.0,19,107.0
2018-07-18,87d88cba80cd67d705f61405fbe40da9,,74.0,1324.0,,,,825.0,7,42.0
2018-07-19,87d88cba80cd67d705f61405fbe40da9,,12.0,1375.0,,,,540.0,5,53.0
2018-07-20,87d88cba80cd67d705f61405fbe40da9,,27.0,1351.0,,,,540.0,9,62.0
2018-07-21,87d88cba80cd67d705f61405fbe40da9,,516.0,741.0,137.0,,,420.0,18,183.0
2018-07-22,87d88cba80cd67d705f61405fbe40da9,,66.0,1334.0,1060.0,,,600.0,17,38.0
2018-07-23,87d88cba80cd67d705f61405fbe40da9,,70.0,1299.0,1140.0,,,660.0,15,71.0
2018-07-24,87d88cba80cd67d705f61405fbe40da9,,110.0,1209.0,680.0,,,540.0,13,121.0
2018-07-25,87d88cba80cd67d705f61405fbe40da9,,64.0,1310.0,79.0,,,600.0,8,66.0
2018-07-26,87d88cba80cd67d705f61405fbe40da9,,211.0,1102.0,400.0,,,540.0,7,127.0
2018-07-27,87d88cba80cd67d705f61405fbe40da9,,83.0,1265.0,1180.0,,,420.0,14,92.0
2018-07-28,87d88cba80cd67d705f61405fbe40da9,,56.0,1297.0,570.0,,,465.0,20,87.0
2018-07-29,87d88cba80cd67d705f61405fbe40da9,,347.0,918.0,,,,375.0,14,173.0
2018-07-30,87d88cba80cd67d705f61405fbe40da9,,47.0,1120.0,,,,450.0,19,236.0
2018-07-31,87d88cba80cd67d705f61405fbe40da9,,29.0,1139.0,,,,435.0,17,227.0
2018-08-01,87d88cba80cd67d705f61405fbe40da9,,63.0,1246.0,,,,465.0,28,131.0
2018-08-02,87d88cba80cd67d705f61405fbe40da9,,42.0,1204.0,,,,420.0,22,194.0
2018-08-03,87d88cba80cd67d705f61405fbe40da9,,37.0,1060.0,,,,495.0,22,342.0
2018-08-04,87d88cba80cd67d705f61405fbe40da9,,471.0,787.0,140.0,29.0,,330.0,27,180.0
2018-08-05,87d88cba80cd67d705f61405fbe40da9,,79.0,1327.0,430.0,,,450.0,11,34.0
2018-08-06,87d88cba80cd67d705f61405fbe40da9,,30.0,1388.0,,,,540.0,11,22.0
2018-08-07,87d88cba80cd67d705f61405fbe40da9,,271.0,1054.0,909.0,,,420.0,16,115.0
2018-08-08,87d88cba80cd67d705f61405fbe40da9,,86.0,1305.0,1256.0,,,495.0,17,48.0
2018-08-09,87d88cba80cd67d705f61405fbe40da9,,116.0,1259.0,1020.0,,,495.0,17,61.0
2018-08-10,87d88cba80cd67d705f61405fbe40da9,,225.0,1120.0,474.0,,,585.0,30,94.0
2018-08-11,87d88cba80cd67d705f61405fbe40da9,,96.0,1141.0,,,,780.0,18,203.0
2018-08-12,87d88cba80cd67d705f61405fbe40da9,,41.0,1388.0,780.0,,,495.0,8,11.0
2018-08-13,87d88cba80cd67d705f61405fbe40da9,,173.0,1139.0,20.0,,,465.0,32,128.0
2018-08-14,87d88cba80cd67d705f61405fbe40da9,,135.0,1154.0,479.0,,,390.0,22,151.0
2018-08-15,87d88cba80cd67d705f61405fbe40da9,,238.0,1154.0,914.0,,,480.0,22,49.0
2018-08-16,87d88cba80cd67d705f61405fbe40da9,,71.0,1314.0,1280.0,,,600.0,31,54.0
2018-08-17,87d88cba80cd67d705f61405fbe40da9,,96.0,1261.0,1100.0,,,540.0,23,83.0
2018-08-18,87d88cba80cd67d705f61405fbe40da9,,72.0,1237.0,1004.0,,,450.0,37,132.0
2018-08-19,87d88cba80cd67d705f61405fbe40da9,,84.0,1296.0,1098.0,,,675.0,13,59.0
2018-08-20,87d88cba80cd67d705f61405fbe40da9,5.0,58.0,1349.0,1270.0,,,615.0,16,28.0
2018-08-21,87d88cba80cd67d705f61405fbe40da9,,169.0,1232.0,1164.0,,,735.0,22,38.0
2018-08-22,87d88cba80cd67d705f61405fbe40da9,,32.0,1381.0,1300.0,,,735.0,19,27.0
2018-08-23,87d88cba80cd67d705f61405fbe40da9,,68.0,1344.0,1180.0,,,750.0,10,28.0
2018-08-24,87d88cba80cd67d705f61405fbe40da9,,72.0,1338.0,330.0,,,780.0,9,30.0
2018-08-25,87d88cba80cd67d705f61405fbe40da9,,176.0,978.0,380.0,,190.0,630.0,20,287.0
2018-08-26,87d88cba80cd67d705f61405fbe40da9,,,1332.0,,,145.0,540.0,21,108.0
2018-08-27,87d88cba80cd67d705f61405fbe40da9,,1.0,1295.0,,,,615.0,,144.0
2018-08-28,87d88cba80cd67d705f61405fbe40da9,,,1301.0,,100.0,171.0,555.0,23,139.0
2018-08-29,87d88cba80cd67d705f61405fbe40da9,,,1319.0,,30.0,140.0,600.0,27,121.0
2018-08-30,87d88cba80cd67d705f61405fbe40da9,,,1339.0,,,130.0,495.0,28,101.0
2018-08-31,87d88cba80cd67d705f61405fbe40da9,,,1346.0,,,150.0,660.0,24,94.0
2018-09-01,87d88cba80cd67d705f61405fbe40da9,,186.0,1099.0,,,62.0,510.0,26,154.0
2018-09-02,87d88cba80cd67d705f61405fbe40da9,,18.0,1228.0,,,60.0,585.0,31,194.0
2018-09-03,87d88cba80cd67d705f61405fbe40da9,,,1267.0,,30.0,280.0,525.0,39,172.0
2018-09-04,87d88cba80cd67d705f61405fbe40da9,,36.0,1160.0,,,46.0,600.0,31,244.0
2018-09-05,87d88cba80cd67d705f61405fbe40da9,,1.0,1258.0,,,301.0,555.0,30,181.0
2018-09-06,87d88cba80cd67d705f61405fbe40da9,33.0,31.0,1258.0,,,250.0,630.0,26,118.0
2018-09-07,87d88cba80cd67d705f61405fbe40da9,,,1301.0,,,222.0,615.0,30,139.0
2018-09-08,87d88cba80cd67d705f61405fbe40da9,,64.0,1075.0,,,141.0,600.0,34,299.0
2018-09-09,87d88cba80cd67d705f61405fbe40da9,,,1297.0,,161.0,229.0,390.0,43,142.0
2018-09-10,87d88cba80cd67d705f61405fbe40da9,,,1248.0,,,238.0,570.0,41,192.0
2018-09-11,87d88cba80cd67d705f61405fbe40da9,,,1309.0,,,170.0,570.0,34,131.0
2018-09-12,87d88cba80cd67d705f61405fbe40da9,,4.0,1295.0,790.0,160.0,,405.0,32,128.0
2018-09-13,87d88cba80cd67d705f61405fbe40da9,,,1337.0,720.0,290.0,190.0,600.0,24,103.0
2018-09-14,87d88cba80cd67d705f61405fbe40da9,,,1335.0,840.0,160.0,210.0,570.0,30,105.0
2018-09-15,87d88cba80cd67d705f61405fbe40da9,,,1298.0,750.0,282.0,113.0,555.0,24,142.0
2018-09-16,87d88cba80cd67d705f61405fbe40da9,,,1337.0,996.0,,160.0,450.0,40,103.0
2018-09-17,87d88cba80cd67d705f61405fbe40da9,,,1347.0,900.0,150.0,290.0,540.0,31,93.0
2018-09-18,87d88cba80cd67d705f61405fbe40da9,,,1304.0,639.0,420.0,210.0,600.0,29,136.0
2018-09-19,87d88cba80cd67d705f61405fbe40da9,,19.0,1224.0,900.0,140.0,200.0,465.0,35,197.0
2018-09-20,87d88cba80cd67d705f61405fbe40da9,,7.0,1280.0,910.0,180.0,169.0,495.0,34,153.0
2018-09-21,87d88cba80cd67d705f61405fbe40da9,,41.0,1262.0,930.0,180.0,120.0,555.0,63,137.0
2018-09-22,87d88cba80cd67d705f61405fbe40da9,,1.0,1265.0,1060.0,,110.0,465.0,48,174.0
2018-09-23,87d88cba80cd67d705f61405fbe40da9,,44.0,1301.0,930.0,,205.0,540.0,29,95.0
2018-09-24,87d88cba80cd67d705f61405fbe40da9,,11.0,1256.0,890.0,140.0,264.0,600.0,37,173.0
2018-09-25,87d88cba80cd67d705f61405fbe40da9,,,1332.0,1023.0,120.0,160.0,645.0,29,108.0
2018-09-26,87d88cba80cd67d705f61405fbe40da9,,18.0,1237.0,820.0,161.0,115.0,570.0,30,185.0
2018-09-27,87d88cba80cd67d705f61405fbe40da9,,,1351.0,130.0,206.0,190.0,510.0,33,89.0
2018-09-28,87d88cba80cd67d705f61405fbe40da9,,,1320.0,760.0,140.0,230.0,735.0,24,120.0
2018-09-29,87d88cba80cd67d705f61405fbe40da9,,,1356.0,1050.0,,50.0,405.0,53,84.0
2018-09-30,87d88cba80cd67d705f61405fbe40da9,,,1204.0,213.0,,240.0,555.0,38,236.0
2018-10-01,87d88cba80cd67d705f61405fbe40da9,,,1286.0,590.0,434.0,190.0,465.0,32,154.0
2018-10-02,87d88cba80cd67d705f61405fbe40da9,,,1251.0,116.0,330.0,97.0,495.0,53,189.0
2018-10-03,87d88cba80cd67d705f61405fbe40da9,,,1268.0,820.0,298.0,125.0,525.0,40,172.0
2018-10-04,87d88cba80cd67d705f61405fbe40da9,,,1339.0,790.0,350.0,190.0,540.0,30,101.0
2018-10-05,87d88cba80cd67d705f61405fbe40da9,,,1303.0,320.0,190.0,140.0,615.0,53,137.0
2018-10-06,87d88cba80cd67d705f61405fbe40da9,,286.0,921.0,470.0,,75.0,450.0,60,233.0
2018-10-07,87d88cba80cd67d705f61405fbe40da9,,27.0,1269.0,600.0,,180.0,510.0,32,143.0
2018-10-08,87d88cba80cd67d705f61405fbe40da9,,7.0,1346.0,310.0,260.0,200.0,645.0,35,87.0
2018-10-09,87d88cba80cd67d705f61405fbe40da9,,,1366.0,870.0,160.0,270.0,510.0,28,74.0
2018-10-10,87d88cba80cd67d705f61405fbe40da9,,,1273.0,850.0,300.0,147.0,525.0,56,167.0
2018-10-11,87d88cba80cd67d705f61405fbe40da9,,,1332.0,860.0,221.0,170.0,465.0,36,107.0
2018-10-12,87d88cba80cd67d705f61405fbe40da9,,,1261.0,780.0,150.0,203.0,585.0,39,177.0
2018-10-13,87d88cba80cd67d705f61405fbe40da9,,,1187.0,837.0,90.0,159.0,450.0,82,253.0
2018-10-14,87d88cba80cd67d705f61405fbe40da9,,,1250.0,900.0,,190.0,495.0,55,190.0
2018-10-15,87d88cba80cd67d705f61405fbe40da9,,,1170.0,680.0,200.0,230.0,570.0,48,270.0
2018-10-16,87d88cba80cd67d705f61405fbe40da9,,,1252.0,830.0,157.0,235.0,495.0,34,188.0
2018-10-17,87d88cba80cd67d705f61405fbe40da9,,,1314.0,160.0,410.0,173.0,600.0,40,126.0
2018-10-18,87d88cba80cd67d705f61405fbe40da9,,5.0,1225.0,635.0,200.0,238.0,555.0,55,209.0
2018-10-19,87d88cba80cd67d705f61405fbe40da9,,,1326.0,620.0,357.0,185.0,465.0,62,113.0
2018-10-20,87d88cba80cd67d705f61405fbe40da9,,,1320.0,690.0,125.0,120.0,540.0,48,120.0
2018-10-21,87d88cba80cd67d705f61405fbe40da9,,,1289.0,580.0,270.0,177.0,405.0,47,151.0
2018-10-22,87d88cba80cd67d705f61405fbe40da9,,,1217.0,620.0,330.0,360.0,420.0,46,222.0
2018-10-23,87d88cba80cd67d705f61405fbe40da9,,,1255.0,750.0,293.0,120.0,450.0,44,183.0
2018-10-24,87d88cba80cd67d705f61405fbe40da9,,,1326.0,764.0,280.0,,465.0,60,114.0
2018-10-25,87d88cba80cd67d705f61405fbe40da9,,,1304.0,880.0,50.0,140.0,480.0,57,136.0
2018-10-26,87d88cba80cd67d705f61405fbe40da9,7.0,328.0,893.0,530.0,140.0,148.0,510.0,78,212.0
2018-10-27,87d88cba80cd67d705f61405fbe40da9,,225.0,844.0,200.0,,,510.0,41,355.0
2018-10-28,87d88cba80cd67d705f61405fbe40da9,,,1294.0,150.0,360.0,98.0,480.0,51,146.0
2018-10-29,87d88cba80cd67d705f61405fbe40da9,,,1320.0,804.0,290.0,100.0,525.0,58,120.0
2018-10-30,87d88cba80cd67d705f61405fbe40da9,,,1321.0,180.0,380.0,50.0,525.0,57,119.0
2018-10-31,87d88cba80cd67d705f61405fbe40da9,,,1275.0,590.0,520.0,30.0,480.0,51,165.0
2018-11-01,87d88cba80cd67d705f61405fbe40da9,,,1313.0,970.0,275.0,58.0,420.0,58,126.0
2018-11-02,87d88cba80cd67d705f61405fbe40da9,,,1268.0,630.0,447.0,54.0,585.0,78,172.0
2018-11-03,87d88cba80cd67d705f61405fbe40da9,,28.0,1316.0,810.0,90.0,,450.0,71,96.0
2018-11-04,87d88cba80cd67d705f61405fbe40da9,,,1357.0,793.0,100.0,,375.0,60,83.0
2018-11-05,87d88cba80cd67d705f61405fbe40da9,,,1304.0,889.0,220.0,50.0,390.0,64,136.0
2018-11-06,87d88cba80cd67d705f61405fbe40da9,,,1337.0,1081.0,173.0,,525.0,53,102.0
2018-11-07,87d88cba80cd67d705f61405fbe40da9,,,1297.0,680.0,510.0,,510.0,47,143.0
2018-11-08,87d88cba80cd67d705f61405fbe40da9,,10.0,1276.0,880.0,180.0,155.0,405.0,56,153.0
2018-11-09,87d88cba80cd67d705f61405fbe40da9,,,1260.0,928.0,190.0,,525.0,59,180.0
2018-11-10,87d88cba80cd67d705f61405fbe40da9,,,1356.0,900.0,140.0,80.0,465.0,49,84.0
2018-11-11,87d88cba80cd67d705f61405fbe40da9,,,1329.0,870.0,71.0,117.0,465.0,70,111.0
2018-11-12,87d88cba80cd67d705f61405fbe40da9,,,1334.0,826.0,180.0,150.0,465.0,44,106.0
2018-11-13,87d88cba80cd67d705f61405fbe40da9,,,1290.0,699.0,230.0,140.0,435.0,44,150.0
2018-11-14,87d88cba80cd67d705f61405fbe40da9,,,1315.0,930.0,,70.0,450.0,49,125.0
2018-11-15,87d88cba80cd67d705f61405fbe40da9,,,1292.0,700.0,90.0,285.0,345.0,37,147.0
2018-11-16,87d88cba80cd67d705f61405fbe40da9,,,1274.0,896.0,210.0,150.0,405.0,64,165.0
2018-11-17,87d88cba80cd67d705f61405fbe40da9,,,1262.0,980.0,304.0,80.0,315.0,55,178.0
2018-11-18,87d88cba80cd67d705f61405fbe40da9,,,1267.0,690.0,25.0,156.0,570.0,48,173.0
2018-11-19,87d88cba80cd67d705f61405fbe40da9,,,1251.0,,120.0,148.0,360.0,52,188.0
2018-11-20,87d88cba80cd67d705f61405fbe40da9,,67.0,991.0,,,190.0,285.0,81,379.0
2018-11-21,87d88cba80cd67d705f61405fbe40da9,,410.0,844.0,140.0,,,300.0,73,186.0
2018-11-22,87d88cba80cd67d705f61405fbe40da9,,59.0,1214.0,708.0,,,465.0,14,168.0
2018-11-23,87d88cba80cd67d705f61405fbe40da9,,40.0,1383.0,1344.0,,,600.0,31,17.0
2018-11-24,87d88cba80cd67d705f61405fbe40da9,,419.0,827.0,630.0,,,555.0,21,193.0
2018-11-25,87d88cba80cd67d705f61405fbe40da9,,73.0,1293.0,1212.0,,,480.0,13,74.0
2018-11-26,87d88cba80cd67d705f61405fbe40da9,,131.0,1265.0,1270.0,,,480.0,23,44.0
2018-11-27,87d88cba80cd67d705f61405fbe40da9,,79.0,1310.0,1219.0,,,570.0,22,51.0
2018-11-28,87d88cba80cd67d705f61405fbe40da9,,115.0,1241.0,1178.0,,,705.0,24,84.0
2018-11-29,87d88cba80cd67d705f61405fbe40da9,,38.0,1376.0,1330.0,,,765.0,20,26.0
2018-11-30,87d88cba80cd67d705f61405fbe40da9,,57.0,1316.0,1214.0,,,615.0,23,67.0
2018-12-01,87d88cba80cd67d705f61405fbe40da9,,90.0,1263.0,1040.0,,,750.0,30,87.0
2018-12-02,87d88cba80cd67d705f61405fbe40da9,,43.0,1381.0,1300.0,,,570.0,13,16.0
2018-12-03,87d88cba80cd67d705f61405fbe40da9,,101.0,1315.0,549.0,,,660.0,15,21.0
2018-12-04,87d88cba80cd67d705f61405fbe40da9,,172.0,1181.0,515.0,,,780.0,27,87.0
2018-12-05,87d88cba80cd67d705f61405fbe40da9,,,1430.0,1410.0,,,600.0,12,10.0
2018-12-06,87d88cba80cd67d705f61405fbe40da9,,91.0,1252.0,1210.0,,,555.0,31,97.0
2018-12-07,87d88cba80cd67d705f61405fbe40da9,,72.0,1252.0,443.0,,,705.0,17,117.0
2018-12-08,87d88cba80cd67d705f61405fbe40da9,,88.0,1178.0,1084.0,,,540.0,17,174.0
2018-12-09,87d88cba80cd67d705f61405fbe40da9,,32.0,1391.0,,,,645.0,15,17.0
2018-12-10,87d88cba80cd67d705f61405fbe40da9,,135.0,1175.0,545.0,,,585.0,21,130.0
2018-12-11,87d88cba80cd67d705f61405fbe40da9,,94.0,1306.0,1095.0,,,690.0,16,40.0
2018-12-12,87d88cba80cd67d705f61405fbe40da9,,143.0,1062.0,820.0,,,525.0,22,235.0
2018-12-13,87d88cba80cd67d705f61405fbe40da9,,64.0,1363.0,1323.0,,,690.0,14,12.0
2018-12-14,87d88cba80cd67d705f61405fbe40da9,,52.0,1331.0,1191.0,,,795.0,23,57.0
2018-12-15,87d88cba80cd67d705f61405fbe40da9,13.0,106.0,1240.0,997.0,,,825.0,13,80.0
2018-12-16,87d88cba80cd67d705f61405fbe40da9,,47.0,1325.0,1210.0,,,705.0,25,69.0
2018-12-17,87d88cba80cd67d705f61405fbe40da9,,65.0,1360.0,1280.0,,,615.0,12,15.0
2018-12-18,87d88cba80cd67d705f61405fbe40da9,,126.0,1264.0,1131.0,,,420.0,26,50.0
2018-12-19,87d88cba80cd67d705f61405fbe40da9,,10.0,1393.0,1315.0,,,840.0,34,36.0
2018-12-20,87d88cba80cd67d705f61405fbe40da9,,176.0,1151.0,924.0,,,450.0,50,113.0
2018-12-21,87d88cba80cd67d705f61405fbe40da9,6.0,61.0,1282.0,1130.0,,,570.0,15,90.0
2018-12-22,87d88cba80cd67d705f61405fbe40da9,,117.0,1257.0,978.0,,,405.0,19,66.0
2018-12-23,87d88cba80cd67d705f61405fbe40da9,,30.0,1388.0,1290.0,,,570.0,7,22.0
2018-12-24,87d88cba80cd67d705f61405fbe40da9,,49.0,1330.0,960.0,,,720.0,4,61.0
2018-12-25,87d88cba80cd67d705f61405fbe40da9,,33.0,1281.0,1050.0,,,735.0,6,126.0
2018-12-26,87d88cba80cd67d705f61405fbe40da9,,23.0,1391.0,1308.0,,,765.0,10,26.0
2018-12-27,87d88cba80cd67d705f61405fbe40da9,7.0,103.0,1252.0,1040.0,,,870.0,15,78.0
2018-12-28,87d88cba80cd67d705f61405fbe40da9,,140.0,1195.0,1010.0,,,765.0,16,105.0
2018-12-29,87d88cba80cd67d705f61405fbe40da9,,133.0,1234.0,240.0,,,510.0,13,74.0
2018-12-30,87d88cba80cd67d705f61405fbe40da9,,33.0,1390.0,1321.0,,,540.0,10,17.0
2018-12-31,87d88cba80cd67d705f61405fbe40da9,,58.0,1242.0,540.0,,,360.0,49,139.0
2019-01-01,87d88cba80cd67d705f61405fbe40da9,9.0,340.0,1043.0,940.0,,,450.0,49,49.0
2019-01-02,87d88cba80cd67d705f61405fbe40da9,,2.0,1313.0,,,200.0,570.0,41,125.0
2019-01-03,87d88cba80cd67d705f61405fbe40da9,,,1361.0,317.0,,220.0,585.0,44,78.0
2019-01-04,87d88cba80cd67d705f61405fbe40da9,,,1353.0,440.0,,180.0,525.0,42,87.0
2019-01-05,87d88cba80cd67d705f61405fbe40da9,,,1301.0,960.0,60.0,130.0,600.0,49,139.0
2019-01-06,87d88cba80cd67d705f61405fbe40da9,,,1324.0,1060.0,,220.0,570.0,41,116.0
2019-01-07,87d88cba80cd67d705f61405fbe40da9,,,1311.0,391.0,143.0,170.0,495.0,35,129.0
2019-01-08,87d88cba80cd67d705f61405fbe40da9,,,1352.0,825.0,330.0,190.0,585.0,34,88.0
2019-01-09,87d88cba80cd67d705f61405fbe40da9,,,1344.0,995.0,80.0,180.0,540.0,38,96.0
2019-01-10,87d88cba80cd67d705f61405fbe40da9,,,1286.0,900.0,250.0,73.0,555.0,65,154.0
2019-01-11,87d88cba80cd67d705f61405fbe40da9,,,1326.0,920.0,,230.0,480.0,56,114.0
2019-01-12,87d88cba80cd67d705f61405fbe40da9,,11.0,1289.0,197.0,260.0,230.0,540.0,49,140.0
2019-01-13,87d88cba80cd67d705f61405fbe40da9,,,1300.0,857.0,,348.0,615.0,36,131.0
2019-01-14,87d88cba80cd67d705f61405fbe40da9,,,1291.0,760.0,140.0,190.0,435.0,36,149.0
2019-01-15,87d88cba80cd67d705f61405fbe40da9,,,1336.0,911.0,210.0,242.0,330.0,55,104.0
2019-01-16,87d88cba80cd67d705f61405fbe40da9,,,1241.0,612.0,93.0,100.0,495.0,31,199.0
2019-01-17,87d88cba80cd67d705f61405fbe40da9,,,1329.0,290.0,70.0,,510.0,25,111.0
2019-01-18,87d88cba80cd67d705f61405fbe40da9,,,1294.0,689.0,110.0,210.0,540.0,48,145.0
2019-01-19,87d88cba80cd67d705f61405fbe40da9,,,1267.0,713.0,160.0,170.0,720.0,46,173.0
2019-01-20,87d88cba80cd67d705f61405fbe40da9,,,1312.0,710.0,363.0,60.0,510.0,40,128.0
2019-01-21,87d88cba80cd67d705f61405fbe40da9,,,1364.0,1010.0,,130.0,555.0,28,75.0
2019-01-22,87d88cba80cd67d705f61405fbe40da9,,,1332.0,670.0,310.0,220.0,510.0,26,108.0
2019-01-23,87d88cba80cd67d705f61405fbe40da9,,,1327.0,761.0,156.0,210.0,510.0,40,113.0
2019-01-24,87d88cba80cd67d705f61405fbe40da9,,,1285.0,630.0,180.0,150.0,435.0,33,155.0
2019-01-25,87d88cba80cd67d705f61405fbe40da9,,,1258.0,610.0,,180.0,525.0,42,182.0
2019-01-26,87d88cba80cd67d705f61405fbe40da9,,,1240.0,773.0,30.0,160.0,465.0,53,200.0
2019-01-27,87d88cba80cd67d705f61405fbe40da9,,,1322.0,880.0,240.0,,525.0,51,117.0
2019-01-28,87d88cba80cd67d705f61405fbe40da9,,,1314.0,810.0,,180.0,525.0,32,126.0
2019-01-29,87d88cba80cd67d705f61405fbe40da9,,,1320.0,822.0,314.0,180.0,465.0,40,120.0
2019-01-30,87d88cba80cd67d705f61405fbe40da9,,,1315.0,560.0,304.0,310.0,450.0,42,125.0
2019-01-31,87d88cba80cd67d705f61405fbe40da9,,,1379.0,860.0,,150.0,555.0,25,59.0
2019-02-01,87d88cba80cd67d705f61405fbe40da9,,,1307.0,730.0,349.0,40.0,510.0,40,132.0
2019-02-02,87d88cba80cd67d705f61405fbe40da9,,278.0,1074.0,550.0,,100.0,480.0,38,88.0
2019-02-03,87d88cba80cd67d705f61405fbe40da9,,,1362.0,730.0,40.0,130.0,555.0,38,78.0
2019-02-04,87d88cba80cd67d705f61405fbe40da9,,,1290.0,630.0,280.0,190.0,345.0,57,150.0
2019-02-05,87d88cba80cd67d705f61405fbe40da9,,,1328.0,810.0,290.0,,480.0,44,110.0
2019-02-06,87d88cba80cd67d705f61405fbe40da9,,,1311.0,560.0,147.0,140.0,525.0,37,129.0
2019-02-07,87d88cba80cd67d705f61405fbe40da9,,,1290.0,729.0,230.0,,600.0,42,149.0
2019-02-08,87d88cba80cd67d705f61405fbe40da9,,,1317.0,790.0,130.0,140.0,465.0,48,123.0
2019-02-09,87d88cba80cd67d705f61405fbe40da9,,13.0,1330.0,900.0,90.0,,540.0,42,97.0
2019-02-10,87d88cba80cd67d705f61405fbe40da9,,,1325.0,830.0,290.0,90.0,450.0,36,115.0
2019-02-11,87d88cba80cd67d705f61405fbe40da9,,,1321.0,450.0,340.0,173.0,390.0,36,119.0
2019-02-12,87d88cba80cd67d705f61405fbe40da9,,,1315.0,469.0,266.0,160.0,315.0,37,125.0
2019-02-13,87d88cba80cd67d705f61405fbe40da9,,,1284.0,559.0,290.0,,360.0,33,156.0
2019-02-14,87d88cba80cd67d705f61405fbe40da9,,,1372.0,689.0,180.0,127.0,435.0,26,68.0
2019-02-15,87d88cba80cd67d705f61405fbe40da9,,,1308.0,620.0,220.0,174.0,405.0,44,132.0
2019-02-16,87d88cba80cd67d705f61405fbe40da9,,,1269.0,713.0,350.0,,480.0,72,171.0
2019-02-17,87d88cba80cd67d705f61405fbe40da9,,,1349.0,200.0,,130.0,420.0,39,91.0
2019-02-18,87d88cba80cd67d705f61405fbe40da9,,,1324.0,138.0,,,510.0,14,116.0
2019-02-19,87d88cba80cd67d705f61405fbe40da9,,,1356.0,810.0,,160.0,645.0,38,84.0
2019-02-20,87d88cba80cd67d705f61405fbe40da9,,,1344.0,1090.0,,,480.0,42,95.0
2019-02-21,87d88cba80cd67d705f61405fbe40da9,,,1276.0,170.0,360.0,130.0,525.0,35,164.0
